"rown","ID","condition","genre","prime_order","probe","wm","wm_response","confidence","question_n","question","rating","mean_rating","open_text","final_eval","knew_piece","EXPRA","sex","age","exp_inf","rep_exp"
3007,"5062","baseline","classical",1,"GTVXCRHS","1","GTVXCHIS",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"XXXXX",1,18,"2","0"
3010,"5062","high","classical",1,"HZSCMJPR","1","HZSCMJPR",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"XXXXX",1,18,"1","1"
3011,"5062","high","classical",1,"HZSCMJPR","1","HZSCMJPR",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","6","",NA,2,"XXXXX",1,18,"1","1"
3012,"5062","high","classical",1,"HZSCMJPR","1","HZSCMJPR",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,2,"XXXXX",1,18,"1","1"
3013,"5062","high","classical",1,"HZSCMJPR","1","HZSCMJPR",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"XXXXX",1,18,"1","1"
3016,"5062","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,2,"XXXXX",1,18,"0","2"
3017,"5062","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"XXXXX",1,18,"0","2"
3018,"5062","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,2,"XXXXX",1,18,"0","2"
3019,"5062","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"XXXXX",1,18,"0","2"
3025,"5068","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMY",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"XXXXX",2,18,"2","0"
3026,"5068","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMY",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"XXXXX",2,18,"2","0"
3027,"5068","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMY",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"XXXXX",2,18,"2","0"
3028,"5068","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMY",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,2,"XXXXX",2,18,"2","0"
3031,"5068","low","classical",2,"YQGNSXCL","1","YOGNSXC",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"XXXXX",2,18,"0","1"
3032,"5068","low","classical",2,"YQGNSXCL","1","YOGNSXC",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"XXXXX",2,18,"0","1"
3033,"5068","low","classical",2,"YQGNSXCL","1","YOGNSXC",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"XXXXX",2,18,"0","1"
3034,"5068","low","classical",2,"YQGNSXCL","1","YOGNSXC",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"XXXXX",2,18,"0","1"
3037,"5068","high","classical",2,"HBRTVNPC","1","HBRTVNJU",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"XXXXX",2,18,"1","2"
3038,"5068","high","classical",2,"HBRTVNPC","1","HBRTVNJU",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"XXXXX",2,18,"1","2"
3039,"5068","high","classical",2,"HBRTVNPC","1","HBRTVNJU",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"XXXXX",2,18,"1","2"
3040,"5068","high","classical",2,"HBRTVNPC","1","HBRTVNJU",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"XXXXX",2,18,"1","2"
3046,"5068","baseline","rock",2,"CMFSJBNR","1","HBRTVNCP",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","3","",NA,1,"XXXXX",2,18,"2","0"
3047,"5068","baseline","rock",2,"CMFSJBNR","1","HBRTVNCP",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","3","3","",NA,1,"XXXXX",2,18,"2","0"
3048,"5068","baseline","rock",2,"CMFSJBNR","1","HBRTVNCP",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","2","3","",NA,1,"XXXXX",2,18,"2","0"
3049,"5068","baseline","rock",2,"CMFSJBNR","1","HBRTVNCP",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","3","3","",NA,1,"XXXXX",2,18,"2","0"
3052,"5068","low","rock",2,"GYWLNPHM","1","GYLNGPHM",3,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","4","",NA,1,"XXXXX",2,18,"0","1"
3053,"5068","low","rock",2,"GYWLNPHM","1","GYLNGPHM",3,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","3","4","",NA,1,"XXXXX",2,18,"0","1"
3054,"5068","low","rock",2,"GYWLNPHM","1","GYLNGPHM",3,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,1,"XXXXX",2,18,"0","1"
3055,"5068","low","rock",2,"GYWLNPHM","1","GYLNGPHM",3,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,1,"XXXXX",2,18,"0","1"
3058,"5068","high","rock",2,"LXZNFMHY","1","LXZNVGBK",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","4","",NA,1,"XXXXX",2,18,"1","2"
3059,"5068","high","rock",2,"LXZNFMHY","1","LXZNVGBK",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","3","4","",NA,1,"XXXXX",2,18,"1","2"
3060,"5068","high","rock",2,"LXZNFMHY","1","LXZNVGBK",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","4","",NA,1,"XXXXX",2,18,"1","2"
3061,"5068","high","rock",2,"LXZNFMHY","1","LXZNVGBK",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,1,"XXXXX",2,18,"1","2"
3067,"5083","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,29,"2","0"
3068,"5083","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,29,"2","0"
3069,"5083","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,1,"XXXXX",2,29,"2","0"
3070,"5083","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,1,"XXXXX",2,29,"2","0"
3073,"5083","low","rock",2,"GYWLNPHM","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,29,"0","1"
3074,"5083","low","rock",2,"GYWLNPHM","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,29,"0","1"
3075,"5083","low","rock",2,"GYWLNPHM","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","6","",NA,1,"XXXXX",2,29,"0","1"
3076,"5083","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,29,"0","1"
3079,"5083","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,29,"1","2"
3080,"5083","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,29,"1","2"
3081,"5083","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,29,"1","2"
3082,"5083","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,29,"1","2"
3088,"5083","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"XXXXX",2,29,"2","0"
3089,"5083","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","6","",NA,1,"XXXXX",2,29,"2","0"
3090,"5083","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,29,"2","0"
3091,"5083","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,29,"2","0"
3094,"5083","low","classical",2,"YQGNSXCL","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"XXXXX",2,29,"0","1"
3095,"5083","low","classical",2,"YQGNSXCL","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,29,"0","1"
3096,"5083","low","classical",2,"YQGNSXCL","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,29,"0","1"
3097,"5083","low","classical",2,"YQGNSXCL","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,29,"0","1"
3100,"5083","high","classical",2,"HBRTVNPC","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"XXXXX",2,29,"1","2"
3101,"5083","high","classical",2,"HBRTVNPC","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,29,"1","2"
3102,"5083","high","classical",2,"HBRTVNPC","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,29,"1","2"
3103,"5083","high","classical",2,"HBRTVNPC","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,29,"1","2"
3109,"5086","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,4,"XXXXX",2,20,"2","0"
3110,"5086","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,4,"XXXXX",2,20,"2","0"
3111,"5086","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,4,"XXXXX",2,20,"2","0"
3112,"5086","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,4,"XXXXX",2,20,"2","0"
3115,"5086","low","classical",2,"YQGNSXCL","1","YGNHZMLY",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,4,"XXXXX",2,20,"0","1"
3116,"5086","low","classical",2,"YQGNSXCL","1","YGNHZMLY",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,4,"XXXXX",2,20,"0","1"
3117,"5086","low","classical",2,"YQGNSXCL","1","YGNHZMLY",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,4,"XXXXX",2,20,"0","1"
3118,"5086","low","classical",2,"YQGNSXCL","1","YGNHZMLY",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,4,"XXXXX",2,20,"0","1"
3130,"5086","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,2,"XXXXX",2,20,"2","0"
3131,"5086","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,2,"XXXXX",2,20,"2","0"
3132,"5086","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","5","",NA,2,"XXXXX",2,20,"2","0"
3133,"5086","baseline","rock",2,"CMFSJBNR","1","CMFSJBNR",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","5","",NA,2,"XXXXX",2,20,"2","0"
3136,"5086","low","rock",2,"GYWLNPHM","1","GYWLNPHM",3,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,2,"XXXXX",2,20,"0","1"
3137,"5086","low","rock",2,"GYWLNPHM","1","GYWLNPHM",3,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,2,"XXXXX",2,20,"0","1"
3138,"5086","low","rock",2,"GYWLNPHM","1","GYWLNPHM",3,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,2,"XXXXX",2,20,"0","1"
3139,"5086","low","rock",2,"GYWLNPHM","1","GYWLNPHM",3,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,2,"XXXXX",2,20,"0","1"
3142,"5086","high","rock",2,"LXZNFMHY","1","LXZNFNHY",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,2,"XXXXX",2,20,"1","2"
3143,"5086","high","rock",2,"LXZNFMHY","1","LXZNFNHY",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,2,"XXXXX",2,20,"1","2"
3144,"5086","high","rock",2,"LXZNFMHY","1","LXZNFNHY",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,2,"XXXXX",2,20,"1","2"
3145,"5086","high","rock",2,"LXZNFMHY","1","LXZNFNHY",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,2,"XXXXX",2,20,"1","2"
3151,"5089","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,19,"2","0"
3152,"5089","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,19,"2","0"
3153,"5089","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,19,"2","0"
3154,"5089","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,19,"2","0"
3157,"5089","low","classical",2,"YQGNSXCL","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,19,"0","1"
3158,"5089","low","classical",2,"YQGNSXCL","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,19,"0","1"
3159,"5089","low","classical",2,"YQGNSXCL","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,19,"0","1"
3160,"5089","low","classical",2,"YQGNSXCL","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,19,"0","1"
3163,"5089","high","classical",2,"HBRTVNPC","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,19,"1","2"
3164,"5089","high","classical",2,"HBRTVNPC","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,19,"1","2"
3165,"5089","high","classical",2,"HBRTVNPC","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,19,"1","2"
3166,"5089","high","classical",2,"HBRTVNPC","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,19,"1","2"
3172,"5089","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,19,"2","0"
3173,"5089","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,19,"2","0"
3174,"5089","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,19,"2","0"
3175,"5089","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,19,"2","0"
3178,"5089","low","rock",2,"GYWLNPHM","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,19,"0","1"
3179,"5089","low","rock",2,"GYWLNPHM","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,19,"0","1"
3180,"5089","low","rock",2,"GYWLNPHM","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,19,"0","1"
3181,"5089","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,19,"0","1"
3184,"5089","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,19,"1","2"
3185,"5089","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,19,"1","2"
3186,"5089","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,19,"1","2"
3187,"5089","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,19,"1","2"
3193,"5092","baseline","classical",1,"GTVXCRHS","1","GTVSCRHS",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","2","",NA,1,NA,2,20,"2","0"
3194,"5092","baseline","classical",1,"GTVXCRHS","1","GTVSCRHS",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","2","2","",NA,1,NA,2,20,"2","0"
3195,"5092","baseline","classical",1,"GTVXCRHS","1","GTVSCRHS",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","1","2","",NA,1,NA,2,20,"2","0"
3196,"5092","baseline","classical",1,"GTVXCRHS","1","GTVSCRHS",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","1","2","",NA,1,NA,2,20,"2","0"
3199,"5092","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","1","",NA,1,NA,2,20,"1","1"
3200,"5092","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","1","1","",NA,1,NA,2,20,"1","1"
3201,"5092","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","1","1","",NA,1,NA,2,20,"1","1"
3202,"5092","high","classical",1,"HZSCMJPR","1","HZSCMJPR",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","1","1","",NA,1,NA,2,20,"1","1"
3205,"5092","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","2","2","",NA,1,NA,2,20,"0","2"
3206,"5092","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","2","2","",NA,1,NA,2,20,"0","2"
3207,"5092","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","2","2","",NA,1,NA,2,20,"0","2"
3208,"5092","low","classical",1,"PLBCWYZN","1","PLBCWYZN",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","2","",NA,1,NA,2,20,"0","2"
3214,"5092","baseline","rock",1,"RCYMGWBS","1","GETWBCN",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,NA,2,20,"2","0"
3215,"5092","baseline","rock",1,"RCYMGWBS","1","GETWBCN",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,NA,2,20,"2","0"
3216,"5092","baseline","rock",1,"RCYMGWBS","1","GETWBCN",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,NA,2,20,"2","0"
3217,"5092","baseline","rock",1,"RCYMGWBS","1","GETWBCN",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,NA,2,20,"2","0"
3220,"5092","high","rock",1,"GDRXBZYH","1","GEDRXBHN",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,NA,2,20,"1","1"
3221,"5092","high","rock",1,"GDRXBZYH","1","GEDRXBHN",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,NA,2,20,"1","1"
3222,"5092","high","rock",1,"GDRXBZYH","1","GEDRXBHN",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,NA,2,20,"1","1"
3223,"5092","high","rock",1,"GDRXBZYH","1","GEDRXBHN",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,NA,2,20,"1","1"
3226,"5092","low","rock",1,"QNVFYBLT","1","QNVFTYLT",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,NA,2,20,"0","2"
3227,"5092","low","rock",1,"QNVFYBLT","1","QNVFTYLT",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,NA,2,20,"0","2"
3228,"5092","low","rock",1,"QNVFYBLT","1","QNVFTYLT",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,NA,2,20,"0","2"
3229,"5092","low","rock",1,"QNVFYBLT","1","QNVFTYLT",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,NA,2,20,"0","2"
3235,"5095","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","6","",NA,1,"XXXXX",1,25,"2","0"
3236,"5095","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",1,25,"2","0"
3237,"5095","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",1,25,"2","0"
3238,"5095","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","6","",NA,1,"XXXXX",1,25,"2","0"
3241,"5095","low","rock",2,"GYWLNPHM","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"XXXXX",1,25,"0","1"
3242,"5095","low","rock",2,"GYWLNPHM","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","7","",NA,1,"XXXXX",1,25,"0","1"
3243,"5095","low","rock",2,"GYWLNPHM","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"XXXXX",1,25,"0","1"
3244,"5095","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"XXXXX",1,25,"0","1"
3247,"5095","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"XXXXX",1,25,"1","2"
3248,"5095","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","7","",NA,1,"XXXXX",1,25,"1","2"
3249,"5095","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"XXXXX",1,25,"1","2"
3250,"5095","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"XXXXX",1,25,"1","2"
